Selected	Gene Symbol	SPOT	Profile	4	8	16	32	48
	ADNP2	ID_305	44	0.00	25.01	1.72	-55.53	-75.11
	ADO	ID_306	40	0.00	9.26	24.76	1.47	-13.82
	ADORA1	ID_307	36	0.00	169.27	84.12	-30.44	113.53
	ADORA2A	ID_308	16	0.00	-58.09	56.19	-33.42	3.01
	ADORA2B	ID_309	15	0.00	2.99	18.53	-0.76	-1.18
	ADPGK	ID_310	29	0.00	-21.88	114.29	187.33	63.76
	ADPRH	ID_311	7	0.00	-10.78	0.50	1.14	-0.29
	ADPRHL1	ID_312	19	0.00	0.02	-1.83	-1.94	-1.45
	ADPRHL2	ID_313	41	0.00	-10.55	49.17	106.79	176.97
	ADPRM	ID_314	41	0.00	37.54	72.45	93.06	117.59
	ADRA1B	ID_316	32	0.00	487.14	-688.62	411.71	581.59
	ADRA2A	ID_318	0	0.00	-1.15	-2.76	-2.76	-0.45
	ADRA2B	ID_319	27	0.00	-20.51	52.78	-119.19	-72.85
	ADRB1	ID_321	1	0.00	-13.92	-21.18	-11.91	-16.13
	ADRB2	ID_322	15	0.00	-20.43	13.74	-34.69	-21.35
	ADRBK1	ID_323	18	0.00	-82.32	46.08	116.83	102.81
	ADRBK2	ID_324	15	0.00	-19.71	30.94	-24.88	-19.82
	ADRM1	ID_325	39	0.00	-51.93	-24.98	460.22	221.50
	ADSL	ID_326	29	0.00	8.98	59.31	184.45	6.20
	ADSS	ID_327	41	0.00	647.97	437.05	745.05	1,171.48
	ADTRP	ID_328	22	0.00	-782.17	-1,770.70	-633.79	-2,619.44
	AEBP1	ID_329	24	0.00	16.88	47.14	-80.11	-81.70
	AEBP2	ID_330	44	0.00	69.38	69.90	-110.20	-93.48
	AEN	ID_331	41	0.00	276.48	494.22	451.15	534.55
	AES	ID_332	45	0.00	1,081.10	700.81	-151.53	90.14
	AFAP1	ID_333	15	0.00	-23.02	19.78	-33.26	-27.14
	AFAP1L1	ID_334	9	0.00	-11.37	-17.40	-34.96	-49.45
	AFAP1L2	ID_335	12	0.00	-24.61	32.26	-21.67	16.60
